Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
"Metropolitan Transit Authority of Harris County, Texas ",Houston,TX,6008,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,944,332 ","1,367",MB,PT,122,,$0.52 ,,0.05 ,,$117.68 ,,11.4 ,,$10.31 ,,$2.09 ,,,"$3,465,213 ",,"$68,329,645 ",,"6,624,832 ",,"580,652 ",,"32,700,273 ",,"7,430,470 ",,No,,,,,,
"Metropolitan Transit Authority of Harris County, Texas ",Houston,TX,6008,60008,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,944,332 ","1,367",CB,DO,104,,$2.62 ,,0.10 ,,$276.50 ,,10.6 ,,$26.08 ,,$1.34 ,,,"$2,633,646 ",,"$26,227,648 ",,"1,005,810 ",,"94,857 ",,"19,572,512 ",,"2,382,427 ",,No,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",MB,DO,604,,$0.64 ,,0.08 ,,$189.34 ,,22.6 ,,$8.38 ,,$1.96 ,W,,"$22,717,100 ",,"$296,245,595 ",,"35,370,213 ",,"1,564,584 ",,"150,861,325 ",W,"17,829,087 ",,Yes,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",CB,PT,58,,$10.04 ,Q,0.07 ,,"$3,618.87 ",,25.9 ,Q,$139.94 ,Q,$8.28 ,W,,"$4,363,800 ",,"$60,800,663 ",,"434,474 ",Q,"16,801 ",,"7,341,831 ",W,"484,798 ",,Yes,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",HR,DO,42,,$3.27 ,Q,0.06 ,,$458.87 ,,8.6 ,Q,$53.66 ,Q,$11.37 ,W,,"$5,290,300 ",,"$86,693,325 ",,"1,615,560 ",Q,"188,928 ",,"7,624,792 ",W,"4,681,086 ",,Yes,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",DR,PT,289,,$0.02 ,,0.00 ,,$92.35 ,,1.4 ,,$66.62 ,,$8.45 ,,,"$17,578 ",,"$68,739,095 ",,"1,031,772 ",,"744,341 ",,"8,136,274 ",,"9,961,819 ",,No,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",LR,DO,17,,$1.27 ,,0.04 ,,$347.85 ,,12.1 ,,$28.75 ,,$5.82 ,W,,"$3,112,100 ",,"$70,678,370 ",,"2,458,661 ",,"203,184 ",,"12,135,861 ",W,"3,166,877 ",,Yes,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",DR,TX,162,,$0.03 ,,0.00 ,,$289.90 ,,4.4 ,,$66.62 ,,$15.13 ,,,"$15,578 ",,"$35,813,230 ",,"537,554 ",,"123,535 ",,"2,367,107 ",,"2,113,487 ",,No,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",CR,PT,149,,$9.28 ,Q,0.05 ,,"$1,453.03 ",,7.7 ,Q,$189.01 ,Q,$6.39 ,W,,"$8,168,100 ",,"$166,391,808 ",,"880,344 ",Q,"114,514 ",,"26,058,182 ",W,"4,379,575 ",,Yes,,,,,,
Maryland Transit Administration,Baltimore,MD,3034,30034,State Government Unit or Department of Transportation,Full Reporter,"2,203,663 ","1,333",DR,DO,12,,$0.15 ,,0.00 ,,$144.44 ,,1.2 ,,$115.78 ,,$15.81 ,,,"$1,245 ",,"$979,610 ",,"8,461 ",,"6,782 ",,"61,976 ",,"85,311 ",,No,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,139",MB,PT,9,,$1.61 ,,0.06 ,,$86.33 ,,3.3 ,,$26.53 ,,$31.71 ,,,"$145,578 ",,"$2,391,989 ",,"90,178 ",,"27,706 ",,"75,427 ",,"87,449 ",,No,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,139",FB,PT,2,,$1.23 ,,0.01 ,,"$1,493.25 ",,11.3 ,,$131.65 ,,$34.46 ,,,"$19,966 ",,"$2,132,364 ",,"16,197 ",,"1,428 ",,"61,878 ",,"16,448 ",,No,,,,,,
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",New York,NY,2078,20078,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,139",CR,DO,"1,128",,$8.14 ,,0.22 ,,$697.61 ,,18.5 ,,$37.66 ,,$1.65 ,W,,"$262,660,371 ",,"$1,214,724,338 ",,"32,254,130 ",,"1,741,267 ",,"737,084,820 ",W,"51,909,106 ",,Yes,,,,,,
MTA Bus Company,New York,NY,2188,20188,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ","1,122",MB,DO,"1,122",,$1.70 ,,0.18 ,,$229.56 ,,24.8 ,,$9.26 ,,$3.31 ,W,,"$140,163,935 ",,"$762,267,099 ",,"82,347,804 ",,"3,320,622 ",,"230,457,736 ",W,"26,106,130 ",,Yes,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",LR,DO,81,,$0.98 ,,0.10 ,,$220.09 ,,23.1 ,,$9.51 ,,$2.11 ,,,"$8,195,680 ",,"$79,924,889 ",,"8,403,862 ",,"363,153 ",,"37,900,613 ",,"6,334,698 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",MB,PT,7,,$0.17 ,,0.01 ,,$105.19 ,,3.4 ,,$31.29 ,,$8.15 ,,,"$12,098 ",,"$2,284,908 ",,"73,030 ",,"21,721 ",,"280,247 ",,"308,016 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",DR,PT,63,,$0.51 ,,0.01 ,,$126.38 ,,1.9 ,,$65.78 ,,$7.16 ,,,"$73,703 ",,"$9,549,691 ",,"145,183 ",,"75,566 ",,"1,333,144 ",,"1,132,509 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",CB,DO,58,,$0.94 ,,0.04 ,,$225.98 ,,8.8 ,,$25.63 ,,$1.71 ,,,"$404,405 ",,"$11,003,612 ",,"429,250 ",,"48,693 ",,"6,440,472 ",,"1,122,108 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",DR,DO,52,,$1.45 ,,0.02 ,,$151.87 ,,2.0 ,,$77.44 ,,$8.10 ,,,"$226,742 ",,"$12,105,167 ",,"156,322 ",,"79,710 ",,"1,493,835 ",,"1,252,967 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",CR,DO,45,,$1.39 ,,0.06 ,,$332.13 ,,13.9 ,,$23.97 ,,$0.91 ,,,"$2,856,640 ",,"$49,428,282 ",,"2,062,334 ",,"148,822 ",,"54,462,098 ",,"4,569,404 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",VP,DO,372,,$4.82 ,,0.16 ,,$139.14 ,,4.6 ,,$29.99 ,,$0.69 ,,,"$2,835,064 ",,"$17,626,154 ",,"587,721 ",,"126,676 ",,"25,403,512 ",,"5,633,164 ",,No,,,,,,
Utah Transit Authority,Salt Lake City,UT,8001,80001,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,021,243 ","1,016",MB,DO,338,,$0.94 ,,0.07 ,,$127.70 ,,9.9 ,,$12.95 ,,$3.18 ,,,"$11,353,459 ",,"$156,910,789 ",,"12,114,592 ",,"1,228,731 ",,"49,332,416 ",,"15,534,571 ",,No,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",997,DR,PT,747,,$2.90 ,,0.04 ,,$100.04 ,,1.5 ,,$67.25 ,,$8.44 ,,,"$6,206,094 ",,"$143,934,657 ",,"2,140,394 ",,"1,438,818 ",,"17,048,412 ",,"20,243,877 ",,No,,,,,,
"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,5182,50182,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",997,DR,TX,250,,$2.87 ,,0.06 ,,$90.23 ,,1.7 ,,$51.67 ,,$3.81 ,,,"$547,946 ",,"$9,856,628 ",,"190,745 ",,"109,233 ",,"2,587,378 ",,"2,386,728 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",986,DR,DO,8,,$0.99 ,,0.03 ,,$59.43 ,,1.5 ,,$39.49 ,,$6.81 ,,,"$22,855 ",,"$915,253 ",,"23,176 ",,"15,401 ",,"134,358 ",,"137,157 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",986,MB,DO,480,,$1.21 ,,0.08 ,,$127.25 ,,8.0 ,,$15.88 ,,$2.37 ,,,"$14,452,226 ",,"$190,037,343 ",,"11,970,714 ",,"1,493,458 ",,"80,048,129 ",,"20,846,028 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",986,MB,PT,27,,$1.26 ,,0.07 ,,$110.96 ,,6.2 ,,$17.76 ,,$3.40 ,,,"$511,833 ",,"$7,214,074 ",,"406,092 ",,"65,016 ",,"2,121,892 ",,"870,529 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",986,DR,TX,25,,$5.87 ,,0.12 ,,$125.42 ,,2.7 ,,$47.15 ,,$6.69 ,,,"$210,622 ",,"$1,691,976 ",,"35,887 ",,"13,491 ",,"252,892 ",,"254,096 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",986,VP,DO,235,,$2.79 ,,0.20 ,,$77.71 ,,5.7 ,,$13.67 ,,$0.73 ,,,"$831,782 ",,"$4,077,449 ",,"298,340 ",,"52,468 ",,"5,591,726 ",,"1,927,434 ",,No,,,,,,
Pace - Suburban Bus Division,Arlington Heights,IL,5113,50113,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",986,DR,PT,211,,$1.96 ,,0.05 ,,$95.90 ,,2.4 ,,$40.04 ,,$7.13 ,,,"$972,459 ",,"$19,820,822 ",,"495,038 ",,"206,689 ",,"2,780,064 ",,"3,265,519 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ",913,CR,DO,8,,$1.20 ,,0.04 ,,$735.81 ,,21.9 ,,$33.56 ,,$3.76 ,,,"$919,183 ",,"$25,609,795 ",,"763,113 ",,"34,805 ",,"6,809,461 ",,"691,630 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ",913,CR,PT,36,,$3.61 ,,0.30 ,,$363.80 ,,30.4 ,,$11.99 ,,$0.92 ,,,"$21,046,995 ",,"$69,790,522 ",,"5,822,309 ",,"191,839 ",,"75,820,014 ",,"4,930,201 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ",913,MB,DO,286,,$1.19 ,,0.11 ,,$223.41 ,,20.5 ,,$10.89 ,,$2.43 ,,,"$24,776,443 ",,"$226,634,079 ",,"20,803,673 ",,"1,014,423 ",,"93,150,403 ",,"14,132,283 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ",913,DR,PT,278,,$6.01 ,,0.09 ,,$94.11 ,,1.4 ,,$69.58 ,,$7.39 ,,,"$3,638,130 ",,"$42,095,601 ",,"605,016 ",,"447,286 ",,"5,696,784 ",,"7,053,245 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ",913,MB,PT,194,,$1.18 ,,0.15 ,,$98.40 ,,12.4 ,,$7.91 ,,$2.01 ,,,"$12,744,025 ",,"$85,112,965 ",,"10,766,813 ",,"864,944 ",,"42,419,080 ",,"10,056,987 ",,No,,,,,,
Denver Regional Transportation District,Denver,CO,8006,80006,Independent Public Agency or Authority of Transit Service,Full Reporter,"2,374,203 ",913,LR,DO,111,,$1.58 ,,0.13 ,,$229.39 ,,19.0 ,,$12.04 ,,$1.79 ,,,"$15,798,262 ",,"$120,613,585 ",,"10,016,239 ",,"525,795 ",,"67,364,585 ",,"9,585,582 ",,No,,,,,,
MTA Long Island Rail Road,Jamaica,NY,2100,20100,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"18,351,295 ",882,CR,DO,882,,$6.02 ,W,0.20 ,,$704.29 ,,23.5 ,W,$29.92 ,W,$1.04 ,W,,"$295,754,559 ",,"$1,471,241,336 ",,"49,167,557 ",W,"2,088,960 ",,"1,420,978,562 ",W,"58,398,960 ",,Yes,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 ",842,MB,DO,442,,$0.85 ,W,0.09 ,,$119.30 ,,13.0 ,W,$9.17 ,W,$2.08 ,W,,"$23,352,633 ",,"$250,831,055 ",,"27,346,519 ",W,"2,102,476 ",,"120,638,506 ",W,"26,005,027 ",,Yes,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 ",842,HR,DO,210,,$1.47 ,,0.13 ,,$334.11 ,,28.5 ,,$11.71 ,,$1.74 ,,,"$27,194,191 ",,"$216,940,651 ",,"18,533,621 ",,"649,313 ",,"125,036,911 ",,"17,210,772 ",,No,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 ",842,SR,DO,2,,$0.34 ,,0.01 ,,$460.80 ,,8.4 ,,$54.56 ,,$68.53 ,W,,"$29,715 ",,"$4,700,613 ",,"86,159 ",,"10,201 ",,"68,595 ",W,"52,664 ",,Yes,,,,,,
Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,4022,40022,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,515,419 ",842,DR,PT,188,,$1.17 ,,0.01 ,,$104.56 ,,1.2 ,,$87.97 ,,$7.77 ,,,"$499,070 ",,"$37,609,384 ",,"427,535 ",,"359,703 ",,"4,842,238 ",,"5,403,657 ",,No,,,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",823,DR,PT,86,,$1.56 ,,0.04 ,,$59.85 ,,1.7 ,,$35.86 ,,$4.08 ,,,"$646,780 ",,"$14,876,100 ",,"414,866 ",,"248,558 ",,"3,645,127 ",,"4,489,220 ",,No,,,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",823,DR,DO,84,,$1.79 ,,0.02 ,,$148.73 ,,1.7 ,,$88.52 ,,$7.66 ,,,"$422,737 ",,"$20,916,351 ",,"236,284 ",,"140,630 ",,"2,731,019 ",,"2,489,064 ",,No,,,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",823,MB,DO,503,,$0.45 ,,0.06 ,,$122.78 ,,15.2 ,,$8.09 ,,$1.96 ,,,"$10,304,149 ",,"$186,362,733 ",,"23,032,608 ",,"1,517,887 ",,"94,848,685 ",,"21,263,294 ",,No,,,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",823,DR,TX,33,,$1.83 ,,0.11 ,,$28.70 ,,1.7 ,,$16.43 ,,$1.36 ,,,"$58,829 ",,"$528,604 ",,"32,174 ",,"18,421 ",,"387,805 ",,"377,696 ",,No,,,,,,
VIA Metropolitan Transit,San Antonio,TX,6011,60011,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,758,210 ",823,VP,PT,117,,$5.03 ,,1.10 ,,$21.26 ,W,4.6 ,W,$4.59 ,,$0.08 ,,,"$1,360,236 ",,"$1,240,228 ",,"270,281 ",,"58,345 ",W,"16,190,974 ",,"3,311,773 ",,Yes,,,,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",818,CR,DO,422,,$5.52 ,,0.08 ,,$771.46 ,,11.1 ,,$69.34 ,,$3.23 ,,,"$34,221,248 ",,"$429,482,873 ",,"6,194,063 ",,"556,715 ",,"133,021,346 ",,"16,105,095 ",,No,,,,,,
"Northeast Illinois Regional Commuter Railroad Corporation, dba: Metra",Chicago,IL,5118,50118,Independent Public Agency or Authority of Transit Service,Full Reporter,"8,608,208 ",818,CR,PT,396,,$5.35 ,,0.15 ,,$525.07 ,,14.3 ,,$36.62 ,,$1.68 ,,,"$42,218,773 ",,"$288,841,204 ",,"7,886,687 ",,"550,105 ",,"171,968,118 ",,"16,733,181 ",,No,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",781,MB,DO,561,,$1.42 ,,0.08 ,,$218.05 ,,12.9 ,,$16.96 ,,$4.12 ,,,"$28,493,730 ",,"$341,419,658 ",,"20,136,048 ",,"1,565,751 ",,"82,792,873 ",,"19,498,971 ",,No,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",781,LR,DO,24,,$1.34 ,,0.03 ,,$599.42 ,,12.3 ,,$48.73 ,,$12.47 ,W,,"$1,950,155 ",,"$71,145,337 ",,"1,460,121 ",,"118,690 ",,"5,707,414 ",W,"1,472,075 ",,Yes,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",781,IP,DO,2,,$1.18 ,,0.20 ,,$231.38 ,,38.8 ,,$5.97 ,,$51.07 ,,,"$242,104 ",,"$1,222,377 ",,"204,830 ",,"5,283 ",,"23,936 ",,"12,347 ",,No,,,,,,
Port Authority of Allegheny County,Pittsburgh,PA,3022,30022,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,733,853 ",781,DR,PT,194,,$10.80 ,,0.23 ,,$77.20 ,,1.7 ,,$46.14 ,,$6.87 ,,,"$7,207,692 ",,"$30,776,792 ",,"667,101 ",,"398,684 ",,"4,479,541 ",,"5,276,622 ",,No,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",746,DR,PT,66,,$2.39 ,,0.02 ,,$152.08 ,,1.2 ,,$123.83 ,,$18.33 ,,,"$274,409 ",,"$14,232,943 ",,"114,939 ",,"93,589 ",,"776,478 ",,"737,175 ",,No,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",746,MB,DO,398,,$0.32 ,W,0.03 ,,$294.89 ,,27.2 ,W,$10.84 ,W,$5.38 ,W,,"$12,907,694 ",,"$443,788,142 ",,"40,938,405 ",W,"1,504,908 ",,"82,487,632 ",W,"11,750,407 ",,Yes,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",746,TB,DO,158,,$0.23 ,W,0.02 ,,$298.93 ,,29.4 ,W,$10.17 ,W,$6.63 ,W,,"$3,850,603 ",,"$173,954,396 ",,"17,107,393 ",W,"581,921 ",,"26,226,557 ",W,"3,505,363 ",,Yes,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",746,SR,DO,12,,$0.00 ,W,0.00 ,,"$4,035.90 ",,0.0 ,W,$0.00 ,W,$0.00 ,W,,"$22,667 ",,"$17,362,441 ",,0 ,W,"4,302 ",,0 ,W,"20,635 ",,Yes,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",746,LR,DO,112,,$0.25 ,W,0.01 ,,"$1,174.68 ",,33.0 ,W,$35.56 ,W,$47.92 ,W,,"$898,848 ",,"$127,862,791 ",,"3,595,952 ",W,"108,849 ",,"2,668,080 ",W,"818,259 ",,Yes,,,,,,
"City and County of San Francisco, dba: San Francisco Municipal Transportation Agency",San Francisco,CA,9015,90015,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,281,212 ",746,CC,DO,0,,$0.00 ,,0.00 ,,$0.00 ,,0.0 ,,$0.00 ,,$0.00 ,,,$0 ,,"$22,182,506 ",,0 ,,0 ,,0 ,,0 ,,No,,,,,,
California Vanpool Authority,Hanford,CA,9230,90230,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941 ",736,VP,DO,736,,$3.49 ,,1.17 ,,$30.27 ,,10.1 ,,$2.99 ,,$0.09 ,,,"$11,862,895 ",,"$10,160,957 ",,"3,403,134 ",,"335,686 ",,"107,931,592 ",,"9,941,801 ",,No,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",736,MB,DO,512,,$0.93 ,,0.08 ,,$162.12 ,,13.1 ,,$12.34 ,,$3.14 ,,,"$23,267,151 ",,"$310,123,997 ",,"25,137,970 ",,"1,912,920 ",,"98,687,208 ",,"20,633,760 ",,No,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",736,YR,PT,4,,$0.71 ,,0.01 ,,"$1,352.87 ",,15.3 ,,$88.51 ,,$11.10 ,,,"$60,066 ",,"$7,500,286 ",,"84,742 ",,"5,544 ",,"675,964 ",,"112,881 ",,No,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",736,DR,TX,18,,$4.34 ,,0.07 ,,$166.20 ,,2.6 ,,$63.30 ,,$5.32 ,,,"$101,940 ",,"$1,485,637 ",,"23,470 ",,"8,939 ",,"279,152 ",,"242,804 ",,No,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",736,LR,DO,102,,$1.01 ,,0.09 ,,$278.46 ,,25.4 ,,$10.97 ,,$2.11 ,,,"$15,027,158 ",,"$162,592,118 ",,"14,817,505 ",,"583,899 ",,"77,157,997 ",,"8,172,915 ",,No,,,,,,
Tri-County Metropolitan Transportation District of Oregon,Portland,OR,0008,00008,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,849,898 ",736,DR,PT,100,,$4.38 ,,0.05 ,,$118.17 ,,1.4 ,,$85.75 ,,$11.59 ,,,"$1,072,280 ",,"$20,995,421 ",,"244,846 ",,"177,667 ",,"1,812,134 ",,"2,411,276 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ",730,LR,DO,89,,$0.74 ,,0.06 ,,$444.09 ,,33.5 ,,$13.24 ,,$1.58 ,,,"$10,728,251 ",,"$191,799,792 ",,"14,487,228 ",,"431,893 ",,"121,236,005 ",,"8,906,185 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ",730,MB,DO,453,,$0.74 ,,0.05 ,,$144.81 ,,9.9 ,,$14.56 ,,$3.62 ,,,"$14,412,221 ",,"$282,981,147 ",,"19,432,200 ",,"1,954,204 ",,"78,169,105 ",,"24,216,644 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ",730,CR,PT,23,,$2.84 ,,0.06 ,,$577.98 ,,12.2 ,,$47.56 ,,$2.98 ,,,"$2,255,350 ",,"$37,823,959 ",,"795,302 ",,"65,442 ",,"12,709,583 ",,"1,341,985 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ",730,SR,DO,2,,$0.76 ,,0.03 ,,$248.38 ,,8.8 ,,$28.37 ,,$17.23 ,,,"$87,814 ",,"$3,290,223 ",,"115,983 ",,"13,247 ",,"191,010 ",,"90,722 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ",730,DR,PT,149,,$2.40 ,,0.03 ,,$95.70 ,,1.3 ,,$71.99 ,,$6.75 ,,,"$1,387,668 ",,"$41,610,176 ",,"578,002 ",,"434,792 ",,"6,164,724 ",,"7,703,028 ",,No,,,,,,
Dallas Area Rapid Transit,Dallas,TX,6056,60056,Independent Public Agency or Authority of Transit Service,Full Reporter,"5,121,892 ",730,VP,PT,13,,$3.73 ,,0.23 ,,$127.09 ,,8.0 ,,$15.89 ,,$0.53 ,,,"$89,742 ",,"$382,280 ",,"24,062 ",,"3,008 ",,"726,843 ",,"169,653 ",,No,,,,,,
