"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Senior Services of Snohomish County","Lynnwood","WA","00033","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2022","80389","Seattle--Tacoma, WA","3544011","14","DR","Demand Response","DO","14","1.2202",,"0.0125",,"125.5117",,"1.2848",,"97.6865",,"0",,"16941",,"1356279",,"13884",,"10806",,"0",,"228722",
"Rogue Valley Transportation District","Medford","OR","00034","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","55981","Medford, OR","171640","45","MB","Bus","DO","28","1.1869",,"0.0588",,"160.2599",,"7.9341",,"20.1988",,"3.6199",,"771641",,"13132340",,"650153",,"81944",,"3627854",,"1189498",
"Rogue Valley Transportation District","Medford","OR","00034","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","55981","Medford, OR","171640","45","DR","Demand Response","PT","17","2.709",,"0.0407",,"102.0918",,"1.5345",,"66.5288",,"10.2581",,"109675",,"2693487",,"40486",,"26383",,"262573",,"349387",
"Washington State Ferries","Olympia","WA","00035","State Government Unit or Department of Transportation","Full Reporter","2022","80389","Seattle--Tacoma, WA","3544011","17","FB","Ferryboat","DO","17","3.36",,"0.204",,"2678.9033",,"162.6844",,"16.4669",,"2.2639",,"57644277",,"282506427",,"17156046",,"105456",,"124788014",,"737135",
"Makah Tribal Council","Neah Bay","WA","00036","Tribe","Reduced Reporter","2022","00053","Washington Non-UZA","1895776","1","MB","Bus","DO","1","0.0534",,"0.00090",,"69.4782",,"1.1571",,"60.0455",,"0",,"142",,"159661",,"2659",,"2298",,"0",,"40787",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","80389","Seattle--Tacoma, WA","3544011","321","CB","Commuter Bus","DO","143","1.7822",,"0.0848",,"273.8785",,"13.0364",,"21.0088",,"1.5844",,"9891280",,"116598008",,"5549953",,"425729",,"73592091",,"7868136",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","80389","Seattle--Tacoma, WA","3544011","321","LR","Light Rail","DO","76","1.2439",,"0.1501",,"492.4067",,"59.4041",,"8.2891",,"1.217",,"29386480",,"195822767",,"23624135",,"397685",,"160910159",,"7979291",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","80389","Seattle--Tacoma, WA","3544011","321","CR","Commuter Rail","PT","64","3.1988","W","0.0635",,"1089.0259",,"21.6172","W","50.3778","W","2.0286","W","4062269",,"63975913",,"1269923","W","58746",,"31537263","W","1832559",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","80389","Seattle--Tacoma, WA","3544011","321","CB","Commuter Bus","PT","36","1.748",,"0.0928",,"273.0952",,"14.4957",,"18.8398",,"1.3718",,"2277213",,"24543342",,"1302741",,"89871",,"17890879",,"2012493",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","80389","Seattle--Tacoma, WA","3544011","321","SR","Streetcar Rail","DO","2","0",,"0",,"1008.2211",,"33.8974",,"29.7433",,"34.9097",,"0",,"7962930",,"267722",,"7898",,"228101",,"60824",
"Alaska Railroad Corporation","Anchorage","AK","00041","State Government Unit or Department of Transportation","Full Reporter","2022","02305","Anchorage, AK","249252","60","AR","Alaska Railroad","DO","60","153.3934",,"0.5951",,"1327.1961",,"5.1493",,"257.7426",,"2.0537",,"33709263",,"56640750",,"219757",,"42677",,"27580278",,"1131787",
"Chelan Douglas PTBA , dba: Link Transit","Wenatchee","WA","00043","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","93862","Wenatchee, WA","78142","52","DR","Demand Response","PT","3","0",,"0",,"104.4546",,"1.7705",,"58.9966",,"6.024",,"0",,"193450",,"3279",,"1852",,"32113",,"35593",
"Chelan Douglas PTBA , dba: Link Transit","Wenatchee","WA","00043","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","93862","Wenatchee, WA","78142","52","MB","Bus","DO","31","0",,"0",,"164.5484",,"8.7281",,"18.8527",,"2.2695",,"0",,"16539582",,"877306",,"100515",,"7287868",,"2091092",
"Chelan Douglas PTBA , dba: Link Transit","Wenatchee","WA","00043","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","93862","Wenatchee, WA","78142","52","DR","Demand Response","DO","18","0",,"0",,"148.5856",,"2.5019",,"59.3899",,"16.6615",,"0",,"4094277",,"68939",,"27555",,"245733",,"330703",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","60490","Mount Vernon, WA","66825","69","VP","Vanpool","DO","29","5.5959",,"0.481",,"36.3789",,"3.1267",,"11.6351",,"0.2483",,"298245",,"620114",,"53297",,"17046",,"2497688",,"610414",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","60490","Mount Vernon, WA","66825","69","CB","Commuter Bus","DO","6","0.7095",,"0.0259",,"141.1523",,"5.1595",,"27.3578",,"1.0522",,"70988",,"2737367",,"100058",,"19393",,"2601508",,"548814",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","60490","Mount Vernon, WA","66825","69","DR","Demand Response","DO","19","1.6686",,"0.0174",,"169.0854",,"1.7606",,"96.0367",,"17.4083",,"89105",,"5128359",,"53400",,"30330",,"294592",,"374842",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2022","60490","Mount Vernon, WA","66825","69","MB","Bus","DO","15","0.7822",,"0.0221",,"165.9759",,"4.6794",,"35.4698",,"8.6512",,"216295",,"9808179",,"276522",,"59094",,"1133740",,"822724",
"Fairbanks North Star Borough","Fairbanks","AK","00045","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","28549","Fairbanks, AK","71396","18","DR","Demand Response","DO","6","0.0085",,"0.00010",,"182.5901",,"2.1318",,"85.6513",,"0",,"160",,"1611358",,"18813",,"8825",,"0",,"109960",
"Fairbanks North Star Borough","Fairbanks","AK","00045","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","28549","Fairbanks, AK","71396","18","MB","Bus","DO","12","0.011",,"0.00030",,"247.4118",,"5.7139",,"43.3",,"0",,"2020",,"7935239",,"183262",,"32073",,"0",,"527861",
"City of Wilsonville, dba: South Metro Area Regional Transit","Wilsonville","OR","00046","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71317","Portland, OR--WA","2104238","19","DR","Demand Response","DO","6","0",,"0",,"244.3218",,"2.2301",,"109.5567",,"31.7106",,"0",,"1031038",,"9411",,"4220",,"32514",,"46058",
"City of Wilsonville, dba: South Metro Area Regional Transit","Wilsonville","OR","00046","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71317","Portland, OR--WA","2104238","19","MB","Bus","DO","13","0.3567",,"0.0106",,"184.5139",,"5.4623",,"33.7797",,"5.143",,"52523",,"4974126",,"147252",,"26958",,"967161",,"560484",
"City of Corvallis, dba: Corvallis Transit System","Corvallis","OR","00047","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","20422","Corvallis, OR","66791","11","MB","Bus","PT","11","0.1232",,"0.0206",,"114.3144",,"19.1324",,"5.9749",,"0",,"89022",,"4317542",,"722610",,"37769",,"0",,"470177",
"City of Lewiston, dba: Lewiston Transit System","Lewiston","ID","00048","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","49312","Lewiston, ID--WA","54798","4","MB","Bus","DO","2","0.7729",,"0.0421",,"89.8417",,"4.8927",,"18.3624",,"0",,"26713",,"634642",,"34562",,"7064",,"0",,"106585",
"City of Lewiston, dba: Lewiston Transit System","Lewiston","ID","00048","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","49312","Lewiston, ID--WA","54798","4","DR","Demand Response","DO","2","1.6884",,"0.022",,"181.6353",,"2.3696",,"76.6537",,"0",,"9830",,"446278",,"5822",,"2457",,"0",,"30341",
"Asotin County","Clarkston","WA","00051","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","49312","Lewiston, ID--WA","54798","13","MB","Bus","DO","3","0.5187",,"0.018",,"105.0103",,"3.6373",,"28.87",,"0",,"19539",,"1087592",,"37672",,"10357",,"0",,"166091",
"Asotin County","Clarkston","WA","00051","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","49312","Lewiston, ID--WA","54798","13","VP","Vanpool","DO","8","2.8139",,"0.7358",,"24.0934",,"6.3005",,"3.824",,"0",,"55456",,"75364",,"19708",,"3128",,"0",,"115962",
"Asotin County","Clarkston","WA","00051","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","49312","Lewiston, ID--WA","54798","13","DR","Demand Response","DO","2","0.9337",,"0.0269",,"80.0793",,"2.3103",,"34.6615",,"0",,"6750",,"250568",,"7229",,"3129",,"0",,"35287",
"Coeur d'Alene Tribe, dba: Citylink Transit","Plummer","ID","00053","Tribe","Reduced Reporter","2022","18451","Coeur d'Alene, ID","121831","7","MB","Bus","DO","5","0",,"0",,"78.4736",,"7.1098",,"11.0374",,"0",,"0",,"1876460",,"170010",,"23912",,"0",,"604596",
"Coeur d'Alene Tribe, dba: Citylink Transit","Plummer","ID","00053","Tribe","Reduced Reporter","2022","18451","Coeur d'Alene, ID","121831","7","DR","Demand Response","DO","2","0",,"0",,"110.7563",,"2.631",,"42.0969",,"0",,"0",,"205896",,"4891",,"1859",,"0",,"62053",
"Kootenai County, dba: Kootenai County Citylink North","Coeur D Alene","ID","00055","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","18451","Coeur d'Alene, ID","121831","4","DR","Demand Response","PT","4","0",,"0",,"105.7219",,"2.2336",,"47.332",,"0",,"0",,"723138",,"15278",,"6840",,"0",,"92006",
"Central Oregon Intergovernmental Council","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2022","06868","Bend, OR","106988","41","CB","Commuter Bus","DO","12","0.558",,"0.037",,"142.9314",,"9.472",,"15.0899",,"1.145",,"87934",,"2377949",,"157585",,"16637",,"2076881",,"489639",
"Central Oregon Intergovernmental Council","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2022","06868","Bend, OR","106988","41","DR","Demand Response","PT","9","0.2452",,"0.0078",,"89.0872",,"2.8445",,"31.3188",,"12.0062",,"6428",,"821117",,"26218",,"9217",,"68391",,"130112",
"Central Oregon Intergovernmental Council","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2022","06868","Bend, OR","106988","41","DR","Demand Response","DO","7","0.5317",,"0.0093",,"117.3894",,"2.0617",,"56.9369",,"16.9473",,"11238",,"1203476",,"21137",,"10252",,"71013",,"88583",
"Central Oregon Intergovernmental Council","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2022","06868","Bend, OR","106988","41","MB","Bus","PT","12","0.4651",,"0.0252",,"215.9065",,"11.7114",,"18.4356",,"5.2954",,"89653",,"3553605",,"192758",,"16459",,"671077",,"233804",
"Central Oregon Intergovernmental Council","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2022","06868","Bend, OR","106988","41","MB","Bus","DO","1","0",,"0",,"89.9862",,"13.7835",,"6.5285",,"2.5224",,"0",,"169174",,"25913",,"1880",,"67069",,"30900",
"City of Portland","Portland","OR","00058","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71317","Portland, OR--WA","2104238","14","TR","Aerial Tramway","PT","2","0.497",,"0.0255",,"6052.5927",,"310.4187",,"19.4982",,"30.466",,"80689",,"3165506",,"162349",,"523",,"103903",,"4840",
"City of Portland","Portland","OR","00058","City, County or Local Government Unit or Department of Transportation","Full Reporter","2022","71317","Portland, OR--WA","2104238","14","SR","Streetcar Rail","PT","12","0.4804",,"0.057",,"261.018",,"30.9645",,"8.4296",,"6.8533",,"1062102",,"18637732",,"2210992",,"71404",,"2719520",,"376056",
"Josephine County, dba: Josephine Community Transit","Grants Pass","OR","00059","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","34516","Grants Pass, OR","55724","14","CB","Commuter Bus","DO","5","0.9227",,"0.017",,"171.378",,"3.1563",,"54.2979",,"0",,"20278",,"1193305",,"21977",,"6963",,"0",,"213375",
"Josephine County, dba: Josephine Community Transit","Grants Pass","OR","00059","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","34516","Grants Pass, OR","55724","14","MB","Bus","DO","5","0.6211",,"0.0443",,"89.4771",,"6.3764",,"14.0325",,"0",,"48761",,"1101732",,"78513",,"12313",,"0",,"173372",
"Josephine County, dba: Josephine Community Transit","Grants Pass","OR","00059","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","34516","Grants Pass, OR","55724","14","DR","Demand Response","DO","4","1.8115",,"0.0332",,"75.8246",,"1.3913",,"54.4977",,"0",,"24551",,"738607",,"13553",,"9741",,"0",,"84939",
"The Tulalip Tribes of Washington","Tulalip","WA","00060","Tribe","Reduced Reporter","2022","00053","Washington Non-UZA","1895776","1","MB","Bus","DO","1","0",,"0",,"56.8767",,"0.4251",,"133.7918",,"0",,"0",,"75191",,"562",,"1322",,"0",,"13986",
"City of Albany","Albany","OR","00061","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00955","Albany, OR","62074","15","DR","Demand Response","DO","9","0",,"0",,"118.1791",,"2.1504",,"54.9559",,"0",,"0",,"775373",,"14109",,"6561",,"0",,"78991",
"City of Albany","Albany","OR","00061","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00955","Albany, OR","62074","15","MB","Bus","DO","6","0.0022",,"0.00010",,"121.2035",,"2.8206",,"42.9714",,"0",,"110",,"2189177",,"50945",,"18062",,"0",,"303807",
"City of Milton-Freewater","Milton Freewater","OR","00063","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00041","Oregon Non-UZA","1553447","2","DR","Demand Response","TX","1","1.4228",,"0.0245",,"368.0609",,"6.3333",,"58.1149",,"0",,"2514",,"102689",,"1767",,"279",,"0",,"3126",
"City of Milton-Freewater","Milton Freewater","OR","00063","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","00041","Oregon Non-UZA","1553447","2","MB","Bus","PT","1","0",,"0",,"99.3851",,"1.212",,"82.0038",,"0",,"0",,"128008",,"1561",,"1288",,"0",,"20242",
"Valley Transit","Walla Walla","WA","00064","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2022","91405","Walla Walla, WA--OR","50013","18","MB","Bus","DO","8","0.1099",,"0.0086",,"163.107",,"12.6977",,"12.8454",,"0",,"31972",,"3738575",,"291045",,"22921",,"0",,"288293",
"Valley Transit","Walla Walla","WA","00064","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2022","91405","Walla Walla, WA--OR","50013","18","VP","Vanpool","DO","5","5.3561",,"0.2392",,"124.6251",,"5.5649",,"22.395",,"0",,"54455",,"227690",,"10167",,"1827",,"0",,"93749",
"Valley Transit","Walla Walla","WA","00064","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2022","91405","Walla Walla, WA--OR","50013","18","DR","Demand Response","DO","5","0.5082",,"0.0093",,"148.6677",,"2.7137",,"54.7838",,"0",,"13912",,"1499760",,"27376",,"10088",,"0",,"103967",
"Benton County, dba: Benton Area Transit","Corvallis","OR","00065","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","20422","Corvallis, OR","66791","15","CB","Commuter Bus","PT","2","0.7488",,"0.025",,"54.7775",,"1.8318",,"29.9029",,"0",,"5979",,"238775",,"7985",,"4359",,"0",,"123165",
"Benton County, dba: Benton Area Transit","Corvallis","OR","00065","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2022","20422","Corvallis, OR","66791","15","DR","Demand Response","PT","13","0.9452",,"0.0358",,"47.9701",,"1.8188",,"26.3749",,"0",,"28505",,"795440",,"30159",,"16582",,"0",,"201494",
"Gulkana Village Council","Gakona","AK","00085","Tribe","Reduced Reporter","2022","00002","Alaska Non-UZA","359299","3","DR","Demand Response","DO","1","53.7234",,"0.6301",,"38.1619",,"0.4476",,"85.2553",,"0",,"2525",,"4007",,"47",,"105",,"0",,"3373",
