"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Senior Services of Snohomish County, dba: Homage Senior Services","Lynnwood","WA","00033","Private-Non-Profit Corporation","Reduced Reporter","2024","80389","Seattle--Tacoma, WA","3544011","11","DR","Demand Response","DO","10","1.668",,"0.016",,"154.8133",,"1.4834",,"104.3607",,"0",,"24137",,"1510204",,"14471",,"9755",,,,"172478",
"Senior Services of Snohomish County, dba: Homage Senior Services","Lynnwood","WA","00033","Private-Non-Profit Corporation","Reduced Reporter","2024","80389","Seattle--Tacoma, WA","3544011","11","MB","Bus","DO","1","0",,"0",,"142.42",,"0.8356",,"170.4426",,"0",,"0",,"357759",,"2099",,"2512",,,,"63023",
"Rogue Valley Transportation District","Medford","OR","00034","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","55981","Medford, OR","171640","52","DR","Demand Response","PT","18","1.7232",,"0.0231",,"110.6585",,"1.4823",,"74.655",,"10.515",,"72661",,"3147901",,"42166",,"28447",,"299371",,"385946",
"Rogue Valley Transportation District","Medford","OR","00034","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","55981","Medford, OR","171640","52","MB","Bus","DO","34","1.0978",,"0.0624",,"183.0808",,"10.4075",,"17.5913",,"3.4706",,"1052806",,"16869977",,"958995",,"92145",,"4860766",,"1323617",
"Washington State Ferries","Olympia","WA","00035","State Government Unit or Department of Transportation","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","15","FB","Ferryboat","DO","15","3.2073",,"0.171",,"3258.9401",,"173.7039",,"18.7615",,"2.6207",,"60487624",,"353826390",,"18859209",,"108571",,"135009793",,"759247",
"Makah Tribal Council","Neah Bay","WA","00036","Tribe","Reduced Reporter","2024","00053","Washington Non-UZA","1895776","1","MB","Bus","DO","1","0",,"0",,"98.0704",,"1.5736",,"62.3207",,"0",,"0",,"196435",,"3152",,"2003",,,,"29942",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","429","CB","Commuter Bus","DO","124","1.7461",,"0.0955",,"310.3184",,"16.9783",,"18.2774",,"1.2958",,"12958318",,"135642020",,"7421304",,"437106",,"104681906",,"7687417",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","429","CB","Commuter Bus","PT","32","1.8224",,"0.1216",,"306.1766",,"20.4241",,"14.9909",,"1.0859",,"2399472",,"19737367",,"1316619",,"64464",,"18175824",,"1399625",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","429","CR","Commuter Rail","PT","63","3.3613",,"0.0703",,"1637.8826",,"34.2556",,"47.8136",,"1.9936",,"6441673",,"91631344",,"1916429",,"55945",,"45961866",,"1708406",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","429","LR","Light Rail","DO","166","1.3194",,"0.1195",,"664.8864",,"60.2057",,"11.0436",,"1.4168",,"39374353",,"329575538",,"29843190",,"495687",,"232615362",,"9178980",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","429","MB","Bus","PT","38","2.2378",,"0.1264",,"301.7231",,"17.0422",,"17.7044",,"1.3103",,"1028345",,"8135963",,"459544",,"26965",,"6209234",,"526780",
"Central Puget Sound Regional Transit Authority, dba: Sound Transit","Seattle","WA","00040","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","80389","Seattle--Tacoma, WA","3544011","429","SR","Streetcar Rail","DO","6","0.3237",,"0.0179",,"831.2682",,"45.9",,"18.1104",,"11.0814",,"321168",,"17967031",,"992082",,"21614",,"1621374",,"201739",
"Alaska Railroad Corporation","Anchorage","AK","00041","State Government Unit or Department of Transportation","Full Reporter","2024","02305","Anchorage, AK","249252","59","AR","Alaska Railroad","DO","59","161.8522",,"0.5908",,"1333.5277",,"4.8679",,"273.9454",,"2.1971",,"37986551",,"64294703",,"234699",,"48214",,"29263348",,"1282149",
"Chelan Douglas PTBA, dba: Link Transit","Wenatchee","WA","00043","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","93862","Wenatchee, WA","78142","82","DR","Demand Response","DO","29","0",,"0",,"150.3608",,"2.3606",,"63.696",,"15.4664",,,,"6708649",,"105323",,"44617",,"433755",,"532808",
"Chelan Douglas PTBA, dba: Link Transit","Wenatchee","WA","00043","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","93862","Wenatchee, WA","78142","82","DR","Demand Response","PT","1","0",,"0",,"208.9811",,"4.1258",,"50.6524",,"8.2034",,,,"66456",,"1312",,"318",,"8101",,"8323",
"Chelan Douglas PTBA, dba: Link Transit","Wenatchee","WA","00043","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","93862","Wenatchee, WA","78142","82","MB","Bus","DO","36","0",,"0",,"162.4378",,"10.1337",,"16.0295",,"1.8403",,,,"19777777",,"1233837",,"121756",,"10747214",,"2421453",
"Chelan Douglas PTBA, dba: Link Transit","Wenatchee","WA","00043","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","93862","Wenatchee, WA","78142","82","VP","Vanpool","DO","16","1.7396",,"0.0527",,"107.264",,"3.2523",,"32.9808",,"0.7087",,"30495",,"578153",,"17530",,"5390",,"815805",,"281038",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","60490","Mount Vernon, WA","66825","79","CB","Commuter Bus","DO","6","0.6701",,"0.0295",,"163.0171",,"7.1808",,"22.702",,"0.8599",,"96854",,"3281045",,"144527",,"20127",,"3815513",,"607453",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","60490","Mount Vernon, WA","66825","79","DR","Demand Response","DO","26","1.6908",,"0.0224",,"139.137",,"1.8431",,"75.4916",,"13.8753",,"116931",,"5220697",,"69156",,"37522",,"376258",,"438984",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","60490","Mount Vernon, WA","66825","79","MB","Bus","DO","16","0.6424",,"0.0197",,"166.6591",,"5.1201",,"32.5498",,"9.4622",,"229374",,"11622139",,"357057",,"69736",,"1228276",,"1018565",
"Skagit Transit","Burlington","WA","00044","Independent Public Agency or Authority of Transit Service","Full Reporter","2024","60490","Mount Vernon, WA","66825","79","VP","Vanpool","DO","31","5.8496",,"0.4174",,"46.264",,"3.3011",,"14.0148",,"0.3028",,"309251",,"740918",,"52867",,"16015",,"2447131",,"576823",
"Fairbanks North Star Borough, dba: Metropolitan Area Commuter System","Fairbanks","AK","00045","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","28549","Fairbanks, AK","71396","20","DR","Demand Response","DO","8","2.073",,"0.0354",,"144.0677",,"2.4585",,"58.6004",,"0",,"46888",,"1325423",,"22618",,"9200",,,,"163782",
"Fairbanks North Star Borough, dba: Metropolitan Area Commuter System","Fairbanks","AK","00045","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","28549","Fairbanks, AK","71396","20","MB","Bus","DO","12","0.8104",,"0.0275",,"254.4695",,"8.6442",,"29.4383",,"0",,"221529",,"8046836",,"273346",,"31622",,,,"520078",
"City of Wilsonville, dba: South Metro Area Regional Transit","Wilsonville","OR","00046","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","71317","Portland, OR--WA","2104238","19","DR","Demand Response","DO","5","0",,"0",,"244.9917",,"2.9138",,"84.0809",,"21.4987",,,,"1068164",,"12704",,"4360",,"49685",,"48416",
"City of Wilsonville, dba: South Metro Area Regional Transit","Wilsonville","OR","00046","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","71317","Portland, OR--WA","2104238","19","MB","Bus","DO","12","0.087",,"0.0029",,"224.6326",,"7.5172",,"29.8825",,"4.7133",,"15876",,"5456101",,"182585",,"24289",,"1157589",,"489845",
"City of Wilsonville, dba: South Metro Area Regional Transit","Wilsonville","OR","00046","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","71317","Portland, OR--WA","2104238","19","VP","Vanpool","PT","2","8.9288",,"1.3404",,"24.7056",,"3.7088",,"6.6613",,"0.1985",,"20697",,"15441",,"2318",,"625",,"77796",,"29714",
"City of Corvallis, dba: Corvallis Transit System","Corvallis","OR","00047","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","20422","Corvallis, OR","66791","10","MB","Bus","PT","10","0",,"0",,"110.5306",,"25.7458",,"4.2932",,"0",,"0",,"4379444",,"1020099",,"39622",,,,"407089",
"City of Lewiston, dba: Lewiston Transit System","Lewiston","ID","00048","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","49312","Lewiston, ID--WA","54798","5","DR","Demand Response","DO","3","1.232",,"0.0192",,"136.9015",,"2.1286",,"64.3143",,"0",,"10112",,"527892",,"8208",,"3856",,,,"41450",
"City of Lewiston, dba: Lewiston Transit System","Lewiston","ID","00048","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","49312","Lewiston, ID--WA","54798","5","MB","Bus","DO","2","0.859",,"0.0489",,"92.2351",,"5.2557",,"17.5494",,"0",,"33103",,"676268",,"38535",,"7332",,,,"102656",
"Asotin County Public Transportation Benefit Area","Clarkston","WA","00051","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","49312","Lewiston, ID--WA","54798","13","DR","Demand Response","DO","2","0.9863",,"0.0221",,"96.0961",,"2.1484",,"44.7285",,"0",,"8309",,"376793",,"8424",,"3921",,,,"45615",
"Asotin County Public Transportation Benefit Area","Clarkston","WA","00051","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","49312","Lewiston, ID--WA","54798","13","MB","Bus","DO","3","0.5336",,"0.0187",,"130.0575",,"4.5517",,"28.5731",,"0",,"25157",,"1347136",,"47147",,"10358",,,,"164704",
"Asotin County Public Transportation Benefit Area","Clarkston","WA","00051","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","49312","Lewiston, ID--WA","54798","13","VP","Vanpool","DO","8","3.4716",,"0.7226",,"33.8756",,"7.0512",,"4.8042",,"0",,"80292",,"111112",,"23128",,"3280",,,,"143251",
"Coeur d'Alene Tribe, dba: Citylink Transit","Plummer","ID","00053","Tribe","Reduced Reporter","2024","18451","Coeur d'Alene, ID","121831","7","DR","Demand Response","DO","2","0",,"0",,"139.1074",,"3.4042",,"40.8639",,"0",,"0",,"247472",,"6056",,"1779",,,,"52932",
"Coeur d'Alene Tribe, dba: Citylink Transit","Plummer","ID","00053","Tribe","Reduced Reporter","2024","18451","Coeur d'Alene, ID","121831","7","MB","Bus","DO","5","0",,"0",,"90.6101",,"8.0266",,"11.2888",,"0",,"0",,"2148274",,"190302",,"23709",,,,"594282",
"Kootenai County, dba: Citylink North","Coeur D Alene","ID","00055","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","18451","Coeur d'Alene, ID","121831","4","DR","Demand Response","PT","4","0",,"0",,"116.2613",,"1.761",,"66.021",,"0",,"0",,"797204",,"12075",,"6857",,,,"70805",
"Central Oregon Intergovernmental Council, dba: Cascades East Transit","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2024","06868","Bend, OR","106988","90","DR","Demand Response","DO","8","0.3693",,"0.0077",,"117.0973",,"2.4388",,"48.0142",,"12.8295",,"10824",,"1407392",,"29312",,"12019",,"109700",,"109618",
"Central Oregon Intergovernmental Council, dba: Cascades East Transit","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2024","06868","Bend, OR","106988","90","DR","Demand Response","PT","8","0.0798",,"0.0015",,"133.3609",,"2.5424",,"52.4556",,"19.9873",,"2752",,"1808774",,"34482",,"13563",,"90496",,"166096",
"Central Oregon Intergovernmental Council, dba: Cascades East Transit","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2024","06868","Bend, OR","106988","90","MB","Bus","DO","14","0.553",,"0.0374",,"172.2704",,"11.6453",,"14.7931",,"1.1748",,"140187",,"3749809",,"253484",,"21767",,"3191813",,"577221",
"Central Oregon Intergovernmental Council, dba: Cascades East Transit","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2024","06868","Bend, OR","106988","90","MB","Bus","PT","13","0.6513",,"0.0459",,"153.7161",,"10.8357",,"14.1861",,"4.7186",,"184996",,"4029514",,"284047",,"26214",,"853956",,"333817",
"Central Oregon Intergovernmental Council, dba: Cascades East Transit","Bend","OR","00057","MPO, COG or Other Planning Agency","Full Reporter","2024","06868","Bend, OR","106988","90","VP","Vanpool","PT","47","0.0079",,"0.0013",,"35.4005",,"5.7036",,"6.2067",,"0.2226",,"440",,"347598",,"56004",,"9819",,"1561291",,"411214",
"City of Portland, dba: Portland Streetcar","Portland","OR","00058","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","71317","Portland, OR--WA","2104238","14","SR","Streetcar Rail","PT","12","0.1333",,"0.0164",,"358.917",,"44.2092",,"8.1186",,"7.1171",,"381406",,"23226236",,"2860863",,"64712",,"3263448",,"374391",
"City of Portland, dba: Portland Streetcar","Portland","OR","00058","City, County or Local Government Unit or Department of Transportation","Full Reporter","2024","71317","Portland, OR--WA","2104238","14","TR","Aerial Tramway","PT","2","0.6389",,"0.1907",,"1436.0909",,"428.6206",,"3.3505",,"5.2351",,"792537",,"4156047",,"1240428",,"2894",,"793874",,"26979",
"Josephine County, dba: Josephine Community Transit","Grants Pass","OR","00059","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","34516","Grants Pass, OR","55724","18","CB","Commuter Bus","DO","6","1.4544",,"0.0267",,"191.8605",,"3.5225",,"54.4664",,"0",,"43630",,"1633884",,"29998",,"8516",,,,"261325",
"Josephine County, dba: Josephine Community Transit","Grants Pass","OR","00059","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","34516","Grants Pass, OR","55724","18","DR","Demand Response","DO","5","1.2",,"0.0225",,"129.143",,"2.4166",,"53.441",,"0",,"20850",,"928538",,"17375",,"7190",,,,"84887",
"Josephine County, dba: Josephine Community Transit","Grants Pass","OR","00059","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","34516","Grants Pass, OR","55724","18","MB","Bus","DO","7","0.4887",,"0.0337",,"114.3163",,"7.8828",,"14.502",,"0",,"47237",,"1401861",,"96667",,"12263",,,,"182790",
"City of Albany, dba: Albany Transit System, Linn-Benton Loop","Albany","OR","00061","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","00955","Albany, OR","62074","15","DR","Demand Response","DO","7","0",,"0",,"117.4129",,"2.1762",,"53.9532",,"0",,"0",,"862280",,"15982",,"7344",,,,"85474",
"City of Albany, dba: Albany Transit System, Linn-Benton Loop","Albany","OR","00061","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2024","00955","Albany, OR","62074","15","MB","Bus","DO","8","0",,"0",,"120.7229",,"7.2163",,"16.7291",,"0",,"0",,"2549546",,"152402",,"21119",,,,"411066",
"City of Milton-Freewater","Milton Freewater","OR","00063","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","DR","Demand Response","TX","1","1.1448",,"0.0215",,"290.2467",,"5.4622",,"53.1371",,"0",,"2814",,"130611",,"2458",,"450",,,,"3260",
"City of Milton-Freewater","Milton Freewater","OR","00063","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2024",,,,"2","MB","Bus","PT","1","0",,"0",,"137.4177",,"2.4411",,"56.2943",,"0",,"0",,"135219",,"2402",,"984",,,,"19077",
"Valley Transit","Walla Walla","WA","00064","Independent Public Agency or Authority of Transit Service","Reduced Reporter","2024","91405","Walla Walla, WA--OR","50013","19","DR","Demand Response","DO","5","0.17",,"0.0027",,"154.4571",,"2.4537",,"62.9486",,"0",,"5306",,"1965003",,"31216",,"12722",,,,"118233",
